product_id,1304808,1304849,1305263,1306183,1306413,1306571,1306650,1306747,1306980,1307035,1307069,1307070,1307071,1307072,1307073,1307140,1307187,1307194,1307310,1307346,1307348,1307349,1307352,1307370,1307408,1307441,1307450,1307552,1307566,1307568,1307571,1307572,1307573,1307574,1307582,1307583,1307584,1307585,1307586,1307588,1307589,1307594,100002043,100008006,100008333,100008382,100011103,100023514,100023842,100029766,100041192,100070656,100083239,100104481,100104755,100106029,100106045,100106207,100109950,100113894,100120340,100123713
100029766,0,0,4.31,0,0,-5.13,0,0,0,-7.03,0,0,0,7.53,-6.15,5.5,0,0,-2.61,0,0,0,0,0,0,6.72,6.54,0,5.57,0,0,6.78,6.04,3.42,-4.44,0,10.17,8.46,5.26,0,0,0,0,4.01,4.69,6.64,9.51,0,4.96,5.23,6.87,7.6,0,9.34,8.48,4.88,7.26,0,9.49,10.43,11.4,9.25
100041192,0,0,0,0,0,-6.42,0,6.61,0,0,0,0,0,11.6,0,8.31,0,0,-3.71,0,0,0,0,7.04,0,10.5,9.82,0,8.74,-5.1,0,10.62,8.65,5.22,-5.32,0,15.66,12.78,8.2,0,0,0,0,5.49,7.13,9.5,14.43,0,6.07,8.37,9.99,11.43,0,12.79,11.88,6.72,9.85,0,14.3,13.52,16.93,13.31
100070656,0,0,10.28,0,0,-8.15,0,0,0,-16.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,8.42,0,0,9.62,10.22,0,-6.46,5.5,15.63,11.26,9.34,0,0,0,0,0,7.57,8.78,13.68,0,8.05,8.27,12.08,0,0,13.95,14.81,8.32,11.54,0,14.71,0,16.43,12.47
100083239,0,0,0,-42.8,0,0,0,0,-40.4,0,-35.31,0,0,-97.11,0,0,0,0,0,0,0,0,-32.14,-44.86,0,-51.58,-45.68,0,-48.59,0,0,-58.15,0,-32.92,0,0,-69.38,-70.12,-33.31,0,0,0,0,-28.71,-37.34,-44.31,-62.97,0,0,0,-40.18,0,-85.55,0,-56.81,-28.93,0,0,-60.59,0,-54.84,-46.88
100104481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.23,0,0,0,0,7.99,0,0,10.5,0,7.93,0,6.45,0,9.23,0,0,0,16.58,13.33,8.26,0,0,0,0,0,7.12,8.27,14.28,0,0,10.82,10.17,0,0,0,0,0,9.43,0,16.42,13.35,15.55,12.41
100104755,11.53,0,0,0,0,0,-6.05,6.29,0,0,0,0,0,0,0,4.33,0,0,-3.46,0,0,0,0,0,0,0,5.78,0,0,-4.07,0,0,5.69,0,-3.56,0,7.79,7.29,3.88,0,-7.05,0,0,0,0,5.2,7.83,0,0,5.02,0,0,0,0,0,0,5.49,0,7.76,9.96,8.64,7.6
100106029,0,-15.82,7.36,0,0,-8.2,-12.8,0,11.28,0,0,0,0,16.47,0,9.05,0,0,0,0,0,0,5.5,8.63,0,0,0,0,8.47,-8.21,0,11.9,7.05,6.52,0,5.1,17.03,12.46,8.49,0,-15.31,0,11.29,7.24,7.06,9.86,14.2,0,0,7.46,10.62,15.57,0,14.31,14.68,0,9.78,0,14.94,15.86,17.78,12.11
100106045,0,0,7.91,0,0,-7.35,-9.81,0,10.28,0,0,0,7.04,16.42,0,8.42,0,0,0,0,-6.48,0,5.87,8.63,0,0,7.31,0,9.18,0,5.7,11.93,8.08,6.77,0,6.12,17.41,11.79,9.4,0,0,0,11.14,7.53,7.94,10.4,14.31,0,0,8.94,11.65,14.11,0,14.14,14.87,0,10.41,0,15.01,14.38,17.78,11.53
100106207,0,0,0,0,0,0,-8.84,0,6.63,0,0,0,0,8.04,0,5.15,0,0,0,0,-4.64,0,3.33,5.31,0,0,0,0,4.75,-5.16,3.63,6.71,3.62,3.45,0,0,8.82,7.17,4.15,0,-9.57,0,0,0,3.85,4.96,7.63,0,0,4.17,5.53,8.62,0,6.96,6.71,0,0,-4.81,7.53,8.42,9.39,6.44
100109950,0,-13.2,0,0,0,0,-11.6,0,8.29,0,0,0,0,0,0,7.4,0,0,0,0,-7.57,0,4.36,6.92,0,0,5.95,0,6.87,-6.94,5.07,9.23,5.16,4.89,0,0,11.76,9.77,5.69,0,-11.45,0,0,0,5.2,0,10.18,0,0,5.54,7.06,11.4,0,9.47,8.45,0,0,-7.77,9.23,0,12.88,8.54
100113894,0,0,0,0,0,0,0,-30.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.97,0,0
100120340,0,0,0,0,0,0,0,0,0,0,0,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100123713,0,0,0,0,0,0,-9.28,0,0,0,0,0,0,0,0,6.19,0,0,0,0,-7.23,0,4.58,6.29,0,0,0,0,0,0,6.31,7.42,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,6.41,0,9.02,0,0,0,0,0,-9.88,0,0,9.74,0
